UUID,file_path
AR2009H1246,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1246/AR2009H1246_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1246.pdf
AR2009H1247,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1247/AR2009H1247_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1247.pdf
AR2009H1339,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1339/AR2009H1339_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1339.pdf
AR2009H1588,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1588/AR2009H1588_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1588.pdf
AR2009H1637,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1637/AR2009H1637_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1637.pdf
AR2009H1863,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1863/AR2009H1863_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1863.pdf
AR2009H1879,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1879/AR2009H1879_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1879.pdf
AR2009H1977,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1977/AR2009H1977_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1977.pdf
AR2009H1980,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H1980/AR2009H1980_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB1980.pdf
AR2009H2095,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H2095/AR2009H2095_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB2095.pdf
AR2009H2115,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009H2115/AR2009H2115_FTPDocument?path=%2FBills%2F2009%2FPublic%2FHB2115.pdf
AR2009S192,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S192/AR2009S192_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB192.pdf
AR2009S253,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S253/AR2009S253_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB253.pdf
AR2009S353,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S353/AR2009S353_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB353.pdf
AR2009S56,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S56/AR2009S56_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB56.pdf
AR2009S775,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S775/AR2009S775_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB775.pdf
AR2009S813,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S813/AR2009S813_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB813.pdf
AR2009S894,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S894/AR2009S894_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB894.pdf
AR2009S895,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S895/AR2009S895_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB895.pdf
AR2009S901,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S901/AR2009S901_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB901.pdf
AR2009S902,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2009S902/AR2009S902_FTPDocument?path=%2FBills%2F2009%2FPublic%2FSB902.pdf
AR2011H1086,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1086/AR2011H1086_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1086.pdf
AR2011H1113,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1113/AR2011H1113_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1113.pdf
AR2011H1295,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1295/AR2011H1295_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1295.pdf
AR2011H1554,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1554/AR2011H1554_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1554.pdf
AR2011H1704,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1704/AR2011H1704_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1704.pdf
AR2011H1783,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1783/AR2011H1783_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1783.pdf
AR2011H1784,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1784/AR2011H1784_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1784.pdf
AR2011H1797,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1797/AR2011H1797_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1797.pdf
AR2011H1807,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1807/AR2011H1807_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1807.pdf
AR2011H1827,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1827/AR2011H1827_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1827.pdf
AR2011H1928,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1928/AR2011H1928_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1928.pdf
AR2011H1984,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1984/AR2011H1984_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1984.pdf
AR2011H1995,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H1995/AR2011H1995_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1995.pdf
AR2011H2020,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2020/AR2011H2020_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2020.pdf
AR2011H2043,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2043/AR2011H2043_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2043.pdf
AR2011H2054,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2054/AR2011H2054_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2054.pdf
AR2011H2061,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2061/AR2011H2061_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2061.pdf
AR2011H2062,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2062/AR2011H2062_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2062.pdf
AR2011H2073,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2073/AR2011H2073_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2073.pdf
AR2011H2074,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2074/AR2011H2074_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2074.pdf
AR2011H2075,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2075/AR2011H2075_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2075.pdf
AR2011H2076,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2076/AR2011H2076_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2076.pdf
AR2011H2077,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2077/AR2011H2077_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2077.pdf
AR2011H2078,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2078/AR2011H2078_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2078.pdf
AR2011H2084,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2084/AR2011H2084_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2084.pdf
AR2011H2130,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2130/AR2011H2130_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2130.pdf
AR2011H2154,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2154/AR2011H2154_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2154.pdf
AR2011H2155,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2155/AR2011H2155_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2155.pdf
AR2011H2181,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2181/AR2011H2181_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2181.pdf
AR2011H2190,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011H2190/AR2011H2190_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB2190.pdf
AR2011HJR1009,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011HJR1009/AR2011HJR1009_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHJR1009.pdf
AR2011S334,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011S334/AR2011S334_FTPDocument?path=%2FBills%2F2011%2FPublic%2FSB334.pdf
AR2011S746,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011S746/AR2011S746_FTPDocument?path=%2FBills%2F2011%2FPublic%2FSB746.pdf
AR2011S761,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011S761/AR2011S761_FTPDocument?path=%2FBills%2F2011%2FPublic%2FSB761.pdf
AR2011S894,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011S894/AR2011S894_FTPDocument?path=%2FBills%2F2011%2FPublic%2FSB894.pdf
AR2011S936,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011S936/AR2011S936_FTPDocument?path=%2FBills%2F2011%2FPublic%2FSB936.pdf
AR2011S975,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011S975/AR2011S975_FTPDocument?path=%2FBills%2F2011%2FPublic%2FSB975.pdf
AR2011S990,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2011S990/AR2011S990_FTPDocument?path=%2FBills%2F2011%2FPublic%2FSB990.pdf
AR2012H1155,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2012H1155/AR2012H1155_FTPDocument?path=%2FBills%2F2011%2FPublic%2FHB1155.pdf
AR2013H1054,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1054/AR2013H1054_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1054.pdf
AR2013H1283,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1283/AR2013H1283_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1283.pdf
AR2013H1311,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1311/AR2013H1311_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1311.pdf
AR2013H1354,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1354/AR2013H1354_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1354.pdf
AR2013H1357,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1357/AR2013H1357_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1357.pdf
AR2013H1457,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1457/AR2013H1457_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1457.pdf
AR2013H1466,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1466/AR2013H1466_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1466.pdf
AR2013H1467,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1467/AR2013H1467_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1467.pdf
AR2013H1551,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1551/AR2013H1551_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1551.pdf
AR2013H1552,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1552/AR2013H1552_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1552.pdf
AR2013H1553,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1553/AR2013H1553_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1553.pdf
AR2013H1650,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1650/AR2013H1650_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1650.pdf
AR2013H1683,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1683/AR2013H1683_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1683.pdf
AR2013H1710,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1710/AR2013H1710_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1710.pdf
AR2013H1712,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1712/AR2013H1712_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1712.pdf
AR2013H1733,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1733/AR2013H1733_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1733.pdf
AR2013H1737,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1737/AR2013H1737_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1737.pdf
AR2013H1743,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1743/AR2013H1743_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1743.pdf
AR2013H1753,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1753/AR2013H1753_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1753.pdf
AR2013H1754,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1754/AR2013H1754_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1754.pdf
AR2013H1756,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1756/AR2013H1756_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1756.pdf
AR2013H1800,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1800/AR2013H1800_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1800.pdf
AR2013H1805,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1805/AR2013H1805_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1805.pdf
AR2013H1875,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1875/AR2013H1875_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1875.pdf
AR2013H1906,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1906/AR2013H1906_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1906.pdf
AR2013H1913,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1913/AR2013H1913_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1913.pdf
AR2013H1984,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H1984/AR2013H1984_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1984.pdf
AR2013H2018,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2018/AR2013H2018_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2018.pdf
AR2013H2036,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2036/AR2013H2036_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2036.pdf
AR2013H2067,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2067/AR2013H2067_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2067.pdf
AR2013H2068,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2068/AR2013H2068_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2068.pdf
AR2013H2069,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2069/AR2013H2069_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2069.pdf
AR2013H2070,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2070/AR2013H2070_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2070.pdf
AR2013H2075,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2075/AR2013H2075_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2075.pdf
AR2013H2077,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2077/AR2013H2077_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2077.pdf
AR2013H2084,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2084/AR2013H2084_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2084.pdf
AR2013H2145,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2145/AR2013H2145_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2145.pdf
AR2013H2186,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2186/AR2013H2186_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2186.pdf
AR2013H2254,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2254/AR2013H2254_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2254.pdf
AR2013H2259,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013H2259/AR2013H2259_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB2259.pdf
AR2013S1029,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S1029/AR2013S1029_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB1029.pdf
AR2013S1040,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S1040/AR2013S1040_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB1040.pdf
AR2013S1041,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S1041/AR2013S1041_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB1041.pdf
AR2013S1067,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S1067/AR2013S1067_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB1067.pdf
AR2013S1099,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S1099/AR2013S1099_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB1099.pdf
AR2013S133,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S133/AR2013S133_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB133.pdf
AR2013S180,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S180/AR2013S180_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB180.pdf
AR2013S2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S2/AR2013S2_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB2.pdf
AR2013S343,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S343/AR2013S343_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB343.pdf
AR2013S587,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S587/AR2013S587_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB587.pdf
AR2013S634,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S634/AR2013S634_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB634.pdf
AR2013S719,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S719/AR2013S719_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB719.pdf
AR2013S720,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S720/AR2013S720_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB720.pdf
AR2013S721,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S721/AR2013S721_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB721.pdf
AR2013S722,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S722/AR2013S722_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB722.pdf
AR2013S892,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S892/AR2013S892_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB892.pdf
AR2013S955,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S955/AR2013S955_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB955.pdf
AR2013S956,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S956/AR2013S956_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB956.pdf
AR2013S957,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S957/AR2013S957_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB957.pdf
AR2013S958,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S958/AR2013S958_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB958.pdf
AR2013S961,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S961/AR2013S961_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB961.pdf
AR2013S986,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S986/AR2013S986_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB986.pdf
AR2013S995,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013S995/AR2013S995_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB995.pdf
AR2013SJR1,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013SJR1/AR2013SJR1_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSJR1.pdf
AR2013SJR11,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2013SJR11/AR2013SJR11_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSJR11.pdf
AR2014H1107,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2014H1107/AR2014H1107_FTPDocument?path=%2FBills%2F2013%2FPublic%2FHB1107.pdf
AR2014S138,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2014S138/AR2014S138_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB138.pdf
AR2014S139,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/arkansas/AR2014S139/AR2014S139_FTPDocument?path=%2FBills%2F2013%2FPublic%2FSB139.pdf
